Number,A,B',B'',X,r_A,r_B',r_B'',r_X,χ_A,χ_B',χ_B'',χ_X,Formula,Formation energy per atom,Bandgap
2084,Na,Be,Mg,I,1.39,0.45,0.720,2.20,0.93,1.57,1.31,2.66,Na2BeMgI6,-0.678806432,0.372
2132,Na,Be,V,Br,1.39,0.45,0.79,1.96,0.93,1.57,1.63,2.96,Na2BeVBr6,-0.892969322,0.147
2143,Na,Be,Mn,I,1.39,0.45,0.67,2.20,0.93,1.57,1.55,2.66,Na2BeMnI6,-0.501971777,0.117
2193,Rb,Be,Ca,F,1.72,0.45,1.00,1.33,0.82,1.57,1,3.98,Rb2BeCaF6,-3.248261162,7.062
2205,Rb,Be,Sr,F,1.72,0.45,1.18,1.33,0.82,1.57,0.95,3.98,Rb2BeSrF6,-3.227228561,6.59
2220,Rb,Be,Mn,F,1.72,0.45,0.67,1.33,0.82,1.57,1.55,3.98,Rb2BeMnF6,-2.867207304,5.621
2240,Rb,Be,Mg,F,1.72,0.45,0.720,1.33,0.82,1.57,1.31,3.98,Rb2BeMgF6,-2.924628094,5.08
2241,Rb,Be,Pb,F,1.72,0.45,1.19,1.33,0.82,1.57,2.33,3.98,Rb2BePbF6,-2.766595731,5.068
2242,Rb,Be,Zn,F,1.72,0.45,0.740,1.33,0.82,1.57,1.65,3.98,Rb2BeZnF6,-2.736692375,5.054
2269,Rb,Be,Ca,Cl,1.72,0.45,1.00,1.81,0.82,1.57,1,3.16,Rb2BeCaCl6,-1.799108136,4.802
2273,Rb,Be,Sr,Cl,1.72,0.45,1.18,1.81,0.82,1.57,0.95,3.16,Rb2BeSrCl6,-1.807577784,4.764
2281,Rb,Be,Ge,F,1.72,0.45,0.73,1.33,0.82,1.57,2.01,3.98,Rb2BeGeF6,-2.676572273,4.63
2292,Rb,Be,Cd,F,1.72,0.45,0.95,1.33,0.82,1.57,1.69,3.98,Rb2BeCdF6,-2.727262408,4.462
2300,Rb,Be,V,F,1.72,0.45,0.79,1.33,0.82,1.57,1.63,3.98,Rb2BeVF6,-2.866637569,4.324
2306,Rb,Be,Sn,F,1.72,0.45,1.0,1.33,0.82,1.57,1.96,3.98,Rb2BeSnF6,-2.731528438,4.253
2400,Rb,Be,Sr,Br,1.72,0.45,1.18,1.96,0.82,1.57,0.95,2.96,Rb2BeSrBr6,-1.50854835,3.505
2414,Rb,Be,Pb,Cl,1.72,0.45,1.19,1.81,0.82,1.57,2.33,3.16,Rb2BePbCl6,-1.411330954,3.348
2417,Rb,Be,Ca,Br,1.72,0.45,1.00,1.96,0.82,1.57,1,2.96,Rb2BeCaBr6,-1.491895201,3.34
2431,Rb,Be,Mg,Cl,1.72,0.45,0.720,1.81,0.82,1.57,1.31,3.16,Rb2BeMgCl6,-1.611846317,3.283
2520,Rb,Be,Ge,Cl,1.72,0.45,0.73,1.81,0.82,1.57,2.01,3.16,Rb2BeGeCl6,-1.313072996,2.679
2527,Rb,Be,Sn,Cl,1.72,0.45,1.0,1.81,0.82,1.57,1.96,3.16,Rb2BeSnCl6,-1.372023411,2.637
2543,Rb,Be,Hg,F,1.72,0.45,1.02,1.33,0.82,1.57,2,3.98,Rb2BeHgF6,-2.496824534,2.538
2544,Rb,Be,Pb,Br,1.72,0.45,1.19,1.96,0.82,1.57,2.33,2.96,Rb2BePbBr6,-1.14634627,2.531
2553,Rb,Be,Dy,F,1.72,0.45,1.07,1.33,0.82,1.57,1.22,3.98,Rb2BeDyF6,-2.672539252,2.476
2575,Rb,Be,Tm,F,1.72,0.45,1.03,1.33,0.82,1.57,1.25,3.98,Rb2BeTmF6,-2.647099346,2.283
2586,Rb,Be,Mn,Cl,1.72,0.45,0.67,1.81,0.82,1.57,1.55,3.16,Rb2BeMnCl6,-1.384055262,2.211
2592,Rb,Be,Sr,I,1.72,0.45,1.18,2.20,0.82,1.57,0.95,2.66,Rb2BeSrI6,-1.108385835,2.152
2616,Rb,Be,Cd,Cl,1.72,0.45,0.95,1.81,0.82,1.57,1.69,3.16,Rb2BeCdCl6,-1.379081381,2.013
2622,Rb,Be,Ge,Br,1.72,0.45,0.73,1.96,0.82,1.57,2.01,2.96,Rb2BeGeBr6,-1.050073562,1.96
2629,Rb,Be,Sn,Br,1.72,0.45,1.0,1.96,0.82,1.57,1.96,2.96,Rb2BeSnBr6,-1.110546477,1.923
2643,Rb,Be,Ca,I,1.72,0.45,1.00,2.20,0.82,1.57,1,2.66,Rb2BeCaI6,-1.083941186,1.825
2653,Rb,Be,Zn,Cl,1.72,0.45,0.740,1.81,0.82,1.57,1.65,3.16,Rb2BeZnCl6,-1.355847349,1.763
2682,Rb,Be,Pb,I,1.72,0.45,1.19,2.20,0.82,1.57,2.33,2.66,Rb2BePbI6,-0.789769255,1.535
2698,Rb,Be,Ni,Br,1.72,0.45,0.690,1.96,0.82,1.57,1.91,2.96,Rb2BeNiBr6,-0.890844795,1.453
2737,Rb,Be,Mn,Br,1.72,0.45,0.67,1.96,0.82,1.57,1.55,2.96,Rb2BeMnBr6,-1.091159078,1.202
2738,Rb,Be,Sn,I,1.72,0.45,1.0,2.20,0.82,1.57,1.96,2.66,Rb2BeSnI6,-0.758252462,1.198
2753,Rb,Be,Ge,I,1.72,0.45,0.73,2.20,0.82,1.57,2.01,2.66,Rb2BeGeI6,-0.698210047,1.138
2774,Rb,Be,Tm,Cl,1.72,0.45,1.03,1.81,0.82,1.57,1.25,3.16,Rb2BeTmCl6,-1.602286319,1.048
2811,Rb,Be,Hg,Cl,1.72,0.45,1.02,1.81,0.82,1.57,2,3.16,Rb2BeHgCl6,-1.219449757,0.876
2843,Rb,Be,Cd,Br,1.72,0.45,0.95,1.96,0.82,1.57,1.69,2.96,Rb2BeCdBr6,-1.106964197,0.734
2911,Rb,Be,V,Cl,1.72,0.45,0.79,1.81,0.82,1.57,1.63,3.16,Rb2BeVCl6,-1.373545792,0.441
2915,Rb,Be,Zn,Br,1.72,0.45,0.740,1.96,0.82,1.57,1.65,2.96,Rb2BeZnBr6,-1.073268664,0.435
2919,Rb,Be,Mg,I,1.72,0.45,0.720,2.20,0.82,1.57,1.31,2.66,Rb2BeMgI6,-0.886512118,0.41
2924,Rb,Be,Fe,Br,1.72,0.45,0.61,1.96,0.82,1.57,1.83,2.96,Rb2BeFeBr6,-0.883173771,0.382
2980,Rb,Be,V,Br,1.72,0.45,0.79,1.96,0.82,1.57,1.63,2.96,Rb2BeVBr6,-1.067204108,0.173
2983,Rb,Be,Mn,I,1.72,0.45,0.67,2.20,0.82,1.57,1.55,2.66,Rb2BeMnI6,-0.705532563,0.165
3022,Rb,Be,Cr,I,1.72,0.45,0.73,2.20,0.82,1.57,1.66,2.66,Rb2BeCrI6,-0.658569963,0.026
3078,Tl,Be,Ca,F,1.70,0.45,1.00,1.33,1.62,1.57,1,3.98,Tl2BeCaF6,-2.814265393,4.196
3079,Tl,Be,Sr,F,1.70,0.45,1.18,1.33,1.62,1.57,0.95,3.98,Tl2BeSrF6,-2.800211291,4.156
3083,Tl,Be,Ge,F,1.70,0.45,0.73,1.33,1.62,1.57,2.01,3.98,Tl2BeGeF6,-2.232284254,4.112
3090,Tl,Be,Pb,F,1.70,0.45,1.19,1.33,1.62,1.57,2.33,3.98,Tl2BePbF6,-2.333018962,4.071
3091,Tl,Be,Ca,Cl,1.70,0.45,1.00,1.81,1.62,1.57,1,3.16,Tl2BeCaCl6,-1.382576366,4.066
3092,Tl,Be,Mg,F,1.70,0.45,0.720,1.33,1.62,1.57,1.31,3.98,Tl2BeMgF6,-2.647548575,4.058
3118,Tl,Be,Mn,F,1.70,0.45,0.67,1.33,1.62,1.57,1.55,3.98,Tl2BeMnF6,-2.425499535,3.916
3120,Tl,Be,Sr,Cl,1.70,0.45,1.18,1.81,1.62,1.57,0.95,3.16,Tl2BeSrCl6,-1.387527764,3.893
3122,Tl,Be,Ni,F,1.70,0.45,0.690,1.33,1.62,1.57,1.91,3.98,Tl2BeNiF6,-2.170896987,3.879
3142,Tl,Be,Zn,F,1.70,0.45,0.740,1.33,1.62,1.57,1.65,3.98,Tl2BeZnF6,-2.285813356,3.532
3147,Tl,Be,Cd,F,1.70,0.45,0.95,1.33,1.62,1.57,1.69,3.98,Tl2BeCdF6,-2.291666889,3.443
3149,Tl,Be,Sn,F,1.70,0.45,1.0,1.33,1.62,1.57,1.96,3.98,Tl2BeSnF6,-2.299344419,3.427
3153,Tl,Be,Mg,Cl,1.70,0.45,0.720,1.81,1.62,1.57,1.31,3.16,Tl2BeMgCl6,-1.201971298,3.372
3154,Tl,Be,Pb,Cl,1.70,0.45,1.19,1.81,1.62,1.57,2.33,3.16,Tl2BePbCl6,-0.988280185,3.368
3178,Tl,Be,Ca,Br,1.70,0.45,1.00,1.96,1.62,1.57,1,2.96,Tl2BeCaBr6,-1.085101182,3.23
3192,Tl,Be,Sr,Br,1.70,0.45,1.18,1.96,1.62,1.57,0.95,2.96,Tl2BeSrBr6,-1.09537408,3.16
3214,Tl,Be,V,F,1.70,0.45,0.79,1.33,1.62,1.57,1.63,3.98,Tl2BeVF6,-2.4233788,3.018
3249,Tl,Be,Fe,F,1.70,0.45,0.61,1.33,1.62,1.57,1.83,3.98,Tl2BeFeF6,-2.062373213,2.753
3256,Tl,Be,Ge,Cl,1.70,0.45,0.73,1.81,1.62,1.57,2.01,3.16,Tl2BeGeCl6,-0.896638477,2.721
3258,Tl,Be,Ni,Cl,1.70,0.45,0.690,1.81,1.62,1.57,1.91,3.16,Tl2BeNiCl6,-0.75643446,2.713
3264,Tl,Be,Sn,Cl,1.70,0.45,1.0,1.81,1.62,1.57,1.96,3.16,Tl2BeSnCl6,-0.950301892,2.654
3276,Tl,Be,Pb,Br,1.70,0.45,1.19,1.96,1.62,1.57,2.33,2.96,Tl2BePbBr6,-0.731952501,2.566
3325,Tl,Be,Hg,F,1.70,0.45,1.02,1.33,1.62,1.57,2,3.98,Tl2BeHgF6,-2.061680265,2.411
3350,Tl,Be,Sr,I,1.70,0.45,1.18,2.20,1.62,1.57,0.95,2.66,Tl2BeSrI6,-0.700156315,2.231
3353,Tl,Be,Mn,Cl,1.70,0.45,0.67,1.81,1.62,1.57,1.55,3.16,Tl2BeMnCl6,-0.972955743,2.22
3373,Tl,Be,Cd,Cl,1.70,0.45,0.95,1.81,1.62,1.57,1.69,3.16,Tl2BeCdCl6,-0.964274362,2.103
3392,Tl,Be,Ge,Br,1.70,0.45,0.73,1.96,1.62,1.57,2.01,2.96,Tl2BeGeBr6,-0.646349043,1.973
3396,Tl,Be,Sn,Br,1.70,0.45,1.0,1.96,1.62,1.57,1.96,2.96,Tl2BeSnBr6,-0.698216958,1.934
3397,Tl,Be,Ca,I,1.70,0.45,1.00,2.20,1.62,1.57,1,2.66,Tl2BeCaI6,-0.683597167,1.933
3403,Tl,Be,Mg,Br,1.70,0.45,0.720,1.96,1.62,1.57,1.31,2.96,Tl2BeMgBr6,-0.901394364,1.88
3411,Tl,Be,Zn,Cl,1.70,0.45,0.740,1.81,1.62,1.57,1.65,3.16,Tl2BeZnCl6,-0.948728329,1.861
3460,Tl,Be,Ni,Br,1.70,0.45,0.690,1.96,1.62,1.57,1.91,2.96,Tl2BeNiBr6,-0.502436776,1.544
3467,Tl,Be,Pb,I,1.70,0.45,1.19,2.20,1.62,1.57,2.33,2.66,Tl2BePbI6,-0.342056361,1.497
3492,Tl,Be,Dy,F,1.70,0.45,1.07,1.33,1.62,1.57,1.22,3.98,Tl2BeDyF6,-2.404712483,1.319
3498,Tl,Be,Sn,I,1.70,0.45,1.0,2.20,1.62,1.57,1.96,2.66,Tl2BeSnI6,-0.354644193,1.217
3500,Tl,Be,Mn,Br,1.70,0.45,0.67,1.96,1.62,1.57,1.55,2.96,Tl2BeMnBr6,-0.695617309,1.204
3503,Tl,Be,Ge,I,1.70,0.45,0.73,2.20,1.62,1.57,2.01,2.66,Tl2BeGeI6,-0.306667528,1.157
3531,Tl,Be,Hg,Cl,1.70,0.45,1.02,1.81,1.62,1.57,2,3.16,Tl2BeHgCl6,-0.803059238,0.979
3607,Tl,Be,Zn,Br,1.70,0.45,0.740,1.96,1.62,1.57,1.65,2.96,Tl2BeZnBr6,-0.683693895,0.564
3619,Tl,Be,Mg,I,1.70,0.45,0.720,2.20,1.62,1.57,1.31,2.66,Tl2BeMgI6,-0.503582499,0.51
3632,Tl,Be,V,Cl,1.70,0.45,0.79,1.81,1.62,1.57,1.63,3.16,Tl2BeVCl6,-0.962971023,0.445
3666,Tl,Be,Mn,I,1.70,0.45,0.67,2.20,1.62,1.57,1.55,2.66,Tl2BeMnI6,-0.326276544,0.262
3689,Tl,Be,V,Br,1.70,0.45,0.79,1.96,1.62,1.57,1.63,2.96,Tl2BeVBr6,-0.672280339,0.161
3698,Tl,Be,Tm,F,1.70,0.45,1.03,1.33,1.62,1.57,1.25,3.98,Tl2BeTmF6,-2.664954827,0.101
3714,Tl,Be,Ti,I,1.70,0.45,0.86,2.20,1.62,1.57,1.54,2.66,Tl2BeTiI6,-0.360944157,0.046
3742,Tl,Be,Cr,I,1.70,0.45,0.73,2.20,1.62,1.57,1.66,2.66,Tl2BeCrI6,-0.281138694,0
19,Cs,Al,Na,F,1.88,0.535,1.02,1.33,0.79,1.61,0.93,3.98,Cs2AlNaF6,-3.258323679,6.627
118,Cs,Al,Na,Cl,1.88,0.535,1.02,1.81,0.79,1.61,0.93,3.16,Cs2AlNaCl6,-1.798873652,3.966
120,Cs,Al,Tl,Cl,1.88,0.535,1.50,1.81,0.79,1.61,1.62,3.16,Cs2AlTlCl6,-1.622122161,3.956
132,Cs,Al,Li,Cl,1.88,0.535,0.76,1.81,0.79,1.61,0.98,3.16,Cs2AlLiCl6,-1.773188168,3.833
211,Cs,Al,Tl,Br,1.88,0.535,1.50,1.96,0.79,1.61,1.62,2.96,Cs2AlTlBr6,-1.341991977,2.98
250,Cs,Al,Na,Br,1.88,0.535,1.02,1.96,0.79,1.61,0.93,2.96,Cs2AlNaBr6,-1.496568218,2.518
271,Cs,Al,Li,Br,1.88,0.535,0.76,1.96,0.79,1.61,0.98,2.96,Cs2AlLiBr6,-1.472470733,2.333
324,Cs,Al,Tl,I,1.88,0.535,1.50,2.20,0.79,1.61,1.62,2.66,Cs2AlTlI6,-0.976084462,1.845
393,Cs,Al,Cu,F,1.88,0.535,0.77,1.33,0.79,1.61,1.9,3.98,Cs2AlCuF6,-2.770519813,1.336
423,Cs,Al,Na,I,1.88,0.535,1.02,2.20,0.79,1.61,0.93,2.66,Cs2AlNaI6,-1.104027703,1.15
462,Cs,Al,Li,I,1.88,0.535,0.76,2.20,0.79,1.61,0.98,2.66,Cs2AlLiI6,-1.080907218,0.95
611,Cs,Al,Hg,F,1.88,0.535,1.19,1.33,0.79,1.61,2,3.98,Cs2AlHgF6,-2.814491578,0.138
625,Cs,Al,Cu,Cl,1.88,0.535,0.77,1.81,0.79,1.61,1.9,3.16,Cs2AlCuCl6,-1.356650036,0.064
644,Cs,Al,Cu,Br,1.88,0.535,0.77,1.96,0.79,1.61,1.9,2.96,Cs2AlCuBr6,-1.132079102,0.001
658,K,Al,Na,F,1.64,0.535,1.02,1.33,0.82,1.61,0.93,3.98,K2AlNaF6,-3.302983364,6.817
688,K,Al,Tl,F,1.64,0.535,1.50,1.33,0.82,1.61,1.62,3.98,K2AlTlF6,-3.008672373,5.113
742,K,Al,Li,F,1.64,0.535,0.76,1.33,0.82,1.61,0.98,3.98,K2AlLiF6,-2.973259379,4.372
751,K,Al,Na,Cl,1.64,0.535,1.02,1.81,0.82,1.61,0.93,3.16,K2AlNaCl6,-1.744835337,4.18
925,K,Al,Tl,Br,1.64,0.535,1.50,1.96,0.82,1.61,1.62,2.96,K2AlTlBr6,-1.244860412,2.937
975,K,Al,Na,Br,1.64,0.535,1.02,1.96,0.82,1.61,0.93,2.96,K2AlNaBr6,-1.421804403,2.594
1000,K,Al,Li,Br,1.64,0.535,0.76,1.96,0.82,1.61,0.98,2.96,K2AlLiBr6,-1.415580668,2.393
1074,K,Al,Tl,Cl,1.64,0.535,1.50,1.81,0.82,1.61,1.62,3.16,K2AlTlCl6,-1.387596346,1.909
1082,K,Al,Tl,I,1.64,0.535,1.50,2.20,0.82,1.61,1.62,2.66,K2AlTlI6,-0.870969897,1.847
1195,K,Al,Na,I,1.64,0.535,1.02,2.20,0.82,1.61,0.93,2.66,K2AlNaI6,-1.009374138,1.121
1210,K,Al,Cu,F,1.64,0.535,0.77,1.33,0.82,1.61,1.9,3.98,K2AlCuF6,-2.829551248,1.067
1242,K,Al,Li,I,1.64,0.535,0.76,2.20,0.82,1.61,0.98,2.66,K2AlLiI6,-0.997044903,0.894
1278,K,Al,Cu,Cl,1.64,0.535,0.77,1.81,0.82,1.61,1.9,3.16,K2AlCuCl6,-1.382218971,0.74
1446,K,Al,Cu,Br,1.64,0.535,0.77,1.96,0.82,1.61,1.9,2.96,K2AlCuBr6,-1.083380287,0.033
1490,Na,Al,Li,F,1.39,0.535,0.76,1.33,0.93,1.61,0.98,3.98,Na2AlLiF6,-3.264329068,6.32
1527,Na,Al,Li,Cl,1.39,0.535,0.76,1.81,0.93,1.61,0.98,3.16,Na2AlLiCl6,-1.593799541,4.077
1588,Na,Al,Tl,Cl,1.39,0.535,1.50,1.81,0.93,1.61,1.62,3.16,Na2AlTlCl6,-1.345390284,3.269
1663,Na,Al,Tl,Br,1.39,0.535,1.50,1.96,0.93,1.61,1.62,2.96,Na2AlTlBr6,-1.05514835,2.75
1708,Na,Al,Li,Br,1.39,0.535,0.76,1.96,0.93,1.61,0.98,2.96,Na2AlLiBr6,-1.250728857,2.429
1832,Na,Al,Tl,I,1.39,0.535,1.50,2.20,0.93,1.61,1.62,2.66,Na2AlTlI6,-0.67915626,1.802
1988,Na,Al,Tl,F,1.39,0.535,1.50,1.33,0.93,1.61,1.62,3.98,Na2AlTlF6,-2.278095811,0.854
1996,Na,Al,Li,I,1.39,0.535,0.76,2.20,0.93,1.61,0.98,2.66,Na2AlLiI6,-0.819522342,0.812
2004,Na,Al,Cu,Cl,1.39,0.535,0.77,1.81,0.93,1.61,1.9,3.16,Na2AlCuCl6,-1.232353159,0.737
2125,Na,Al,Cu,F,1.39,0.535,0.77,1.33,0.93,1.61,1.9,3.98,Na2AlCuF6,-2.727147186,0.192
2168,Na,Al,Cu,Br,1.39,0.535,0.77,1.96,0.93,1.61,1.9,2.96,Na2AlCuBr6,-0.921635225,0.031
2201,Rb,Al,Na,F,1.72,0.535,1.02,1.33,0.82,1.61,0.93,3.98,Rb2AlNaF6,-3.289489589,6.742
2225,Rb,Al,Tl,F,1.72,0.535,1.50,1.33,0.82,1.61,1.62,3.98,Rb2AlTlF6,-3.032680347,5.364
2308,Rb,Al,Li,F,1.72,0.535,0.76,1.33,0.82,1.61,0.98,3.98,Rb2AlLiF6,-2.950779604,4.247
2331,Rb,Al,Na,Cl,1.72,0.535,1.02,1.81,0.82,1.61,0.93,3.16,Rb2AlNaCl6,-1.773597562,4.067
2339,Rb,Al,Li,Cl,1.72,0.535,0.76,1.81,0.82,1.61,0.98,3.16,Rb2AlLiCl6,-1.762172827,4.019
2484,Rb,Al,Tl,Br,1.72,0.535,1.50,1.96,0.82,1.61,1.62,2.96,Rb2AlTlBr6,-1.290243136,2.96
2540,Rb,Al,Na,Br,1.72,0.535,1.02,1.96,0.82,1.61,0.93,2.96,Rb2AlNaBr6,-1.457976378,2.555
2562,Rb,Al,Li,Br,1.72,0.535,0.76,1.96,0.82,1.61,0.98,2.96,Rb2AlLiBr6,-1.444637643,2.393
2604,Rb,Al,Tl,Cl,1.72,0.535,1.50,1.81,0.82,1.61,1.62,3.16,Rb2AlTlCl6,-1.449784571,2.096
2639,Rb,Al,Tl,I,1.72,0.535,1.50,2.20,0.82,1.61,1.62,2.66,Rb2AlTlI6,-0.918785121,1.86
2739,Rb,Al,Cu,F,1.72,0.535,0.77,1.33,0.82,1.61,1.9,3.98,Rb2AlCuF6,-2.811789222,1.197
2751,Rb,Al,Na,I,1.72,0.535,1.02,2.20,0.82,1.61,0.93,2.66,Rb2AlNaI6,-1.053300863,1.142
2794,Rb,Al,Li,I,1.72,0.535,0.76,2.20,0.82,1.61,0.98,2.66,Rb2AlLiI6,-1.036120878,0.936
2845,Rb,Al,Cu,Cl,1.72,0.535,0.77,1.81,0.82,1.61,1.9,3.16,Rb2AlCuCl6,-1.396303696,0.731
3056,Tl,Al,Na,F,1.70,0.535,1.02,1.33,1.62,1.61,0.93,3.98,Tl2AlNaF6,-2.84379657,4.478
3082,Tl,Al,Na,Cl,1.70,0.535,1.02,1.81,1.62,1.61,0.93,3.16,Tl2AlNaCl6,-1.349263543,4.115
3097,Tl,Al,Li,Cl,1.70,0.535,0.76,1.81,1.62,1.61,0.98,3.16,Tl2AlLiCl6,-1.343833058,4.037
3136,Tl,Al,Li,F,1.70,0.535,0.76,1.33,1.62,1.61,0.98,3.98,Tl2AlLiF6,-2.519561835,3.622
3267,Tl,Al,Na,Br,1.70,0.535,1.02,1.96,1.62,1.61,0.93,2.96,Tl2AlNaBr6,-1.042842609,2.61
3311,Tl,Al,Li,Br,1.70,0.535,0.76,1.96,1.62,1.61,0.98,2.96,Tl2AlLiBr6,-1.038899124,2.464
3481,Tl,Al,Cu,F,1.70,0.535,0.77,1.33,1.62,1.61,1.9,3.98,Tl2AlCuF6,-2.369973203,1.365
3504,Tl,Al,Na,I,1.70,0.535,1.02,2.20,1.62,1.61,0.93,2.66,Tl2AlNaI6,-0.645848844,1.153
3538,Tl,Al,Li,I,1.70,0.535,0.76,2.20,1.62,1.61,0.98,2.66,Tl2AlLiI6,-0.641644859,0.934
3592,Tl,Al,Cu,Cl,1.70,0.535,0.77,1.81,1.62,1.61,1.9,3.16,Tl2AlCuCl6,-0.982338926,0.656
3650,Tl,Al,Hg,F,1.70,0.535,1.19,1.33,1.62,1.61,2,3.98,Tl2AlHgF6,-2.364640968,0.344
3720,Tl,Al,Cu,Br,1.70,0.535,0.77,1.96,1.62,1.61,1.9,2.96,Tl2AlCuBr6,-0.710398242,0.033
3743,Tl,Al,Cu,I,1.70,0.535,0.77,2.20,1.62,1.61,1.9,2.66,Tl2AlCuI6,-0.362739977,0
477,Cs,Cu,Li,F,1.88,0.54,0.76,1.33,0.79,1.9,0.98,3.98,Cs2CuLiF6,-2.32941811,0.849
672,K,Cu,Na,F,1.64,0.54,1.02,1.33,0.82,1.9,0.93,3.98,K2CuNaF6,-2.38291753,6.107
1283,K,Cu,Li,F,1.64,0.54,0.76,1.33,0.82,1.9,0.98,3.98,K2CuLiF6,-2.410910545,0.725
1470,K,Cu,Li,Cl,1.64,0.54,0.76,1.81,0.82,1.9,0.98,3.16,K2CuLiCl6,-1.182688519,0.004
1496,Na,Cu,Li,F,1.39,0.54,0.76,1.33,0.93,1.9,0.98,3.98,Na2CuLiF6,-2.337089734,5.68
2233,Rb,Cu,Na,F,1.72,0.54,1.02,1.33,0.82,1.9,0.93,3.98,Rb2CuNaF6,-2.118033505,5.171
2261,Rb,Cu,Li,Cl,1.72,0.54,0.76,1.81,0.82,1.9,0.98,3.16,Rb2CuLiCl6,-1.206222993,4.841
2287,Rb,Cu,Na,Cl,1.72,0.54,1.02,1.81,0.82,1.9,0.93,3.16,Rb2CuNaCl6,-1.207043978,4.552
2836,Rb,Cu,Li,F,1.72,0.54,0.76,1.33,0.82,1.9,0.98,3.98,Rb2CuLiF6,-2.38001077,0.769
3055,Tl,Cu,Na,F,1.70,0.54,1.02,1.33,1.62,1.9,0.93,3.98,Tl2CuNaF6,-1.934126236,4.479
3736,Tl,Cu,Li,Cl,1.70,0.54,0.76,1.81,1.62,1.9,0.98,3.16,Tl2CuLiCl6,-0.790532224,0.002
255,Cs,Co,Li,F,1.88,0.545,0.76,1.33,0.79,1.88,0.98,3.98,Cs2CoLiF6,-2.519797498,2.48
459,Cs,Co,Tl,Cl,1.88,0.545,1.50,1.81,0.79,1.88,1.62,3.16,Cs2CoTlCl6,-1.220948464,0.961
494,Cs,Co,Tl,I,1.88,0.545,1.50,2.20,0.79,1.88,1.62,2.66,Cs2CoTlI6,-0.727266765,0.777
496,Cs,Co,Na,Cl,1.88,0.545,1.02,1.81,0.79,1.88,0.93,3.16,Cs2CoNaCl6,-1.367342706,0.756
524,Cs,Co,Li,Cl,1.88,0.545,0.76,1.81,0.79,1.88,0.98,3.16,Cs2CoLiCl6,-1.335494721,0.62
561,Cs,Co,Li,Br,1.88,0.545,0.76,1.96,0.79,1.88,0.98,2.96,Cs2CoLiBr6,-1.103692037,0.437
591,Cs,Co,Li,I,1.88,0.545,0.76,2.20,0.79,1.88,0.98,2.66,Cs2CoLiI6,-0.800494022,0.234
592,Cs,Co,Na,I,1.88,0.545,1.02,2.20,0.79,1.88,0.93,2.66,Cs2CoNaI6,-0.828163757,0.233
1193,K,Co,Na,F,1.64,0.545,1.02,1.33,0.82,1.88,0.93,3.98,K2CoNaF6,-2.176783918,1.127
1260,K,Co,Tl,Br,1.64,0.545,1.50,1.96,0.82,1.88,1.62,2.96,K2CoTlBr6,-0.925324465,0.812
1263,K,Co,Tl,I,1.64,0.545,1.50,2.20,0.82,1.88,1.62,2.66,K2CoTlI6,-0.63463195,0.79
1273,K,Co,Na,Cl,1.64,0.545,1.02,1.81,0.82,1.88,0.93,3.16,K2CoNaCl6,-1.324825391,0.756
1300,K,Co,Li,Cl,1.64,0.545,0.76,1.81,0.82,1.88,0.98,3.16,K2CoLiCl6,-1.321003156,0.643
1323,K,Co,Na,Br,1.64,0.545,1.02,1.96,0.82,1.88,0.93,2.96,K2CoNaBr6,-1.069232707,0.54
1352,K,Co,Li,Br,1.64,0.545,0.76,1.96,0.82,1.88,0.98,2.96,K2CoLiBr6,-1.061127722,0.423
1408,K,Co,Na,I,1.64,0.545,1.02,2.20,0.82,1.88,0.93,2.66,K2CoNaI6,-0.747878442,0.206
1430,K,Co,Li,I,1.64,0.545,0.76,2.20,0.82,1.88,0.98,2.66,K2CoLiI6,-0.735943957,0.09
1913,Na,Co,Li,F,1.39,0.545,0.76,1.33,0.93,1.88,0.98,3.98,Na2CoLiF6,-2.143401371,1.348
1959,Na,Co,Tl,Cl,1.39,0.545,1.50,1.81,0.93,1.88,1.62,3.16,Na2CoTlCl6,-0.972935338,1
1994,Na,Co,Tl,Br,1.39,0.545,1.50,1.96,0.93,1.88,1.62,2.96,Na2CoTlBr6,-0.746473404,0.817
2001,Na,Co,Tl,I,1.39,0.545,1.50,2.20,0.93,1.88,1.62,2.66,Na2CoTlI6,-0.454292639,0.761
2020,Na,Co,Li,Cl,1.39,0.545,0.76,1.81,0.93,1.88,0.98,3.16,Na2CoLiCl6,-1.181004344,0.683
2076,Na,Co,Li,Br,1.39,0.545,0.76,1.96,0.93,1.88,0.98,2.96,Na2CoLiBr6,-0.90778916,0.438
2162,Na,Co,Li,I,1.39,0.545,0.76,2.20,0.93,1.88,0.98,2.66,Na2CoLiI6,-0.570139395,0.037
2268,Rb,Co,Na,F,1.72,0.545,1.02,1.33,0.82,1.88,0.93,3.98,Rb2CoNaF6,-2.551289892,4.805
2825,Rb,Co,Tl,I,1.72,0.545,1.50,2.20,0.82,1.88,1.62,2.66,Rb2CoTlI6,-0.675406675,0.811
2831,Rb,Co,Tl,Br,1.72,0.545,1.50,1.96,0.82,1.88,1.62,2.96,Rb2CoTlBr6,-0.96384869,0.795
2857,Rb,Co,Na,Cl,1.72,0.545,1.02,1.81,0.82,1.88,0.93,3.16,Rb2CoNaCl6,-1.343985866,0.669
2865,Rb,Co,Li,Cl,1.72,0.545,0.76,1.81,0.82,1.88,0.98,3.16,Rb2CoLiCl6,-1.333393381,0.643
